date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,g_kwh,c_kwh,d_kwh,emergency_kwh,dump_kwh,energy_start_kwh,energy_end_kwh,emergency_slots
2025-03-10,46068.427509263085,7357.10136442392,53425.528873687006,71578.39858881048,22380.558162530382,20142.502346277346,2003.3772502216675,3301.6485727791187,8428.291754873715,8428.291754873715,54
2025-03-11,45165.520437706575,2082.206849702681,47247.72728740926,71800.09253945314,22290.684886513754,20061.61639786238,505.7951458622763,6137.90039666405,8428.291754873715,8428.291754873715,30
2025-03-12,44348.7275501845,1527.0631450379528,45875.79069522245,71422.24404016598,22173.567681987428,19956.210913788684,437.50247029195145,7206.855058925858,8428.291754873715,8428.291754873715,26
2025-03-13,43017.23618774118,11138.139433122817,54155.375620864,66589.1685109902,17925.703849871894,19848.36394351658,2617.54765922777,3583.758247195991,8428.291754873715,4512.094973222302,55
2025-03-14,12366.212533357631,568.2296059305268,12934.44213928816,30903.57764757024,14500.342252373888,13359.365335214732,207.30915119047654,13940.483898268229,4512.094973222302,4186.319966206446,19
2025-03-15,14103.634773879065,1778.6583425331653,15882.29311641223,35266.60044288799,18911.237852643168,12995.826280668749,583.5463528530813,9010.610073766651,4186.319966206446,8428.291754873715,32
2025-03-16,43673.306766080495,2823.725624832411,46497.03239091291,70442.56128113002,21987.092316324368,19788.38308469193,702.4451880264463,5595.2503041907,8428.291754873715,8428.291754873715,31
2025-03-17,42666.35518896146,749.555195506364,43415.910384467825,70453.61678521527,21983.69451815523,19785.325066339705,194.18399865646325,10591.299898722884,8428.291754873715,8428.291754873715,12
2025-03-18,42478.879432612484,4357.850478403329,46836.72991101581,69246.68942755854,21656.43207919585,19490.78887127627,802.4876060659203,6757.5754590382085,8428.291754873715,8428.291754873715,27
2025-03-19,41908.75064086415,1635.608699517337,43544.35934038148,69122.70527554124,21733.368367679665,19560.0315309117,341.5872900445007,7825.48527881779,8428.291754873715,8428.291754873715,19
2025-03-20,40168.88242598085,2825.9526016120335,42994.83502759288,63850.26442829376,17166.439459943704,19548.725386016577,679.1118280776847,4702.700365777658,8428.291754873715,4107.6402998620215,33
2025-03-21,11581.46242149634,758.9502323388585,12340.412653835197,29645.45683351933,14052.338642755054,12931.776196914923,273.3082271480892,16764.738098160622,4107.6402998620215,3807.570277526478,25
2025-03-22,13637.182390800253,656.3811430177834,14293.563533818036,34709.099439962025,18892.602626224834,12619.74107309973,284.8422150155893,12839.880368519182,3807.570277526478,8428.291754873715,20
2025-03-23,39919.189907802196,3367.6890017098085,43286.87890951201,65881.07269345515,21132.172696105197,19018.955426494682,845.4076682029482,5843.542975380924,8428.291754873715,8428.291754873715,40
2025-03-24,39653.37247694293,2281.48729484947,41934.859771792406,65452.22114730376,21005.88341809594,18905.295076286347,643.9641934339581,5997.0999155948,8428.291754873715,8428.291754873715,27
2025-03-25,39882.661767892176,4657.183410873241,44539.84517876542,65815.19667940326,21420.754600159507,19278.679140143562,1194.6147931533474,3917.6112958739964,8428.291754873715,8428.291754873715,43
2025-03-26,39669.737329175136,565.4941193460079,40235.23144852115,66319.72533074676,21430.56625308846,19287.50962777962,189.61482061791372,8773.728659389173,8428.291754873715,8428.291754873715,16
2025-03-27,37370.683659128306,2360.919739509375,39731.60339863768,60714.130207878894,16426.672936706345,19175.858695102957,651.0577999007929,5397.384366176303,8428.291754873715,3798.872157108861,33
2025-03-28,11509.472028702636,1121.7506701940272,12631.222698896663,29153.71909235547,13719.432633395769,12613.728532675237,352.48649469387647,17578.620719662147,3798.872157108861,3518.2314383714765,18
2025-03-29,13118.356931045406,731.484541385654,13849.84147243106,34452.70294229318,18967.53176596954,12412.686374686295,233.0763295975059,20423.724697274112,3518.2314383714765,8428.291754873715,21
2025-03-30,37089.87044136348,2148.4837419725045,39238.354183335985,63124.12971093101,20318.604949998895,18286.744454999003,550.1124218849211,6296.7619378160425,8428.291754873715,8428.291754873715,23
2025-03-31,37362.07645477709,7333.816435295738,44695.89289007283,62382.62383855084,20347.603230066285,18312.842907059658,1783.2202850510203,5179.694317261903,8428.291754873715,8428.291754873715,43
2025-04-01,38057.1181345622,10534.666652576554,48591.78478713876,62394.2158520892,20396.463813267343,18356.817431940613,3194.2188399858287,3339.936794081631,8428.291754873715,8428.291754873715,53
