date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,g_kwh,c_kwh,d_kwh,emergency_kwh,dump_kwh,energy_start_kwh,energy_end_kwh,emergency_slots,sample_count,max_history_day,clipped_scenario_price_count,horizon_expected_cost_yuan,solver_status,raw_simultaneous_slots
2025-03-03,47999.19141676613,15797.49684972538,63796.68826649151,72870.84120986017,19962.404051985333,18194.547282108117,3333.8133960988844,2419.6512027485123,7800.0,5550.0,67,54,2025-03-02,0,96743.11799214821,0,0
2025-03-04,50497.850578249185,3329.2532583362076,53827.10383658539,77920.07316663793,24318.162322945896,18347.711481586175,832.8861065711601,3583.0504985160405,5550.0,7050.0,39,55,2025-03-03,0,98196.26355485519,0,0
2025-03-05,50231.956751747406,699.8537951045276,50931.810546851935,79008.47365745927,24994.231943668656,18895.327874371607,151.82749330324444,6930.925064798798,7050.0,8550.0,12,56,2025-03-04,0,98866.8354411296,0,0
2025-03-06,46188.468014543076,819.6500807699418,47008.11809531302,69167.81024034396,15424.796474697132,18434.085144504676,206.81431623160114,6443.259093049766,8550.0,1950.0,19,56,2025-03-05,0,63494.74485134023,0,0
2025-03-07,15377.54887975661,338.6132882863829,15716.162168042993,37761.34112879465,20862.769669017973,13523.84343190456,142.8586554112705,9642.988013759179,1950.0,5700.0,14,56,2025-03-06,0,27485.7277491901,0,0
2025-03-08,15623.256141252974,736.1633393244825,16359.419480577457,38716.06410510723,22441.442355182975,13587.56830769821,277.1584464342771,11076.208987390073,5700.0,10800.0,18,56,2025-03-07,0,60351.760361923916,0,0
2025-03-09,45853.14577248247,850.8697891784315,46704.015561660904,72116.52592864376,19617.89905119781,18455.498231470225,209.41325137297315,7830.013310289157,10800.0,7950.0,16,56,2025-03-08,0,95648.00609478059,0,0
2025-03-10,47594.03008384306,7274.88213844397,54868.91222228703,72776.76827451163,21408.80655118556,18016.133306460302,1957.8431235438957,3299.866703330282,7950.0,7200.0,52,56,2025-03-09,0,92820.40041172004,0,0
2025-03-11,46782.15732311257,2019.100428049229,48801.25775116181,73628.94592537291,21790.72661400857,17785.48855734694,481.87299651077024,6166.662065222063,7200.0,7050.0,26,56,2025-03-10,0,92283.45984951271,0,0
2025-03-12,46538.67415312162,1432.4082240881687,47971.08237720979,74359.89574056499,23394.734468356906,18274.73491936909,410.5072981122452,7214.868806356081,7050.0,7800.0,25,56,2025-03-11,0,90923.87190647327,0,0
2025-03-13,44008.01368706309,11364.373873962819,55372.387561025906,66527.88563209113,17196.455404111028,19194.12887732993,2629.213498908469,3609.1545875518304,7800.0,1950.0,53,56,2025-03-12,0,58927.43202615718,0,0
2025-03-14,14568.646040628122,583.0507471862194,15151.69678781434,36998.531574521316,20622.027154492283,12915.845870563915,201.97479213151922,13464.899099391132,1950.0,6158.884582860921,19,56,2025-03-13,0,26119.417157054242,0,0
